nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21499,963,5285,19518
21263,517,2170,13949
21263,574,2784,14277
21255,558,2243,14140
21255,515,2082,13603
21255,527,1902,13762
21255,540,1894,13751
21255,496,1845,13348
21255,533,1760,13648
21250,498,1884,13431
21250,534,1850,13709
21250,523,1784,13621
21250,500,1767,13294
21250,517,1717,13470
21250,517,1810,13770
21255,523,1630,13185
21255,532,1915,13776
21250,500,1893,13438
21250,528,1863,13656
21250,530,1855,13738
21250,521,1807,13547
21250,506,1880,13473
21250,509,1979,13562
21250,521,2010,13808
21250,534,1875,13787
21255,499,1815,13342
21255,533,1896,13778
21255,517,1760,13528
21255,507,1729,13321
21255,527,1720,13574
21255,508,1887,13417
21255,538,1648,13610
21255,517,1702,13418
21255,512,1720,13376
21255,520,1738,13452
21255,513,1622,13328
21255,505,1684,13280
21255,521,1689,13465
21255,518,1747,13454
21255,536,1834,13812
21255,518,1740,13459
21255,509,1690,13347
21255,517,1749,13465
21255,511,1801,13482
21255,516,1792,13484
21255,513,1877,13579
21255,517,1789,13480
21255,512,1823,13808
21255,518,1706,13132
17356,530,1700,13573
17356,530,1811,13639
17356,511,1643,13311
17356,517,1751,13475
17356,512,1739,13413
17356,520,1775,13502
17356,510,1711,13367
17356,516,1718,13444
17356,537,1792,13743
17356,519,1822,13537
17356,509,1690,13334
17356,514,1728,13426
17356,515,1711,13403
17356,515,1804,13508
17356,513,1798,13482
17356,516,1651,13345
17356,539,1731,13732
17356,519,1819,13519
17356,513,1914,13590
17356,514,1942,13636
17601,522,1911,13746
17601,507,1736,13280
17601,515,1743,13460
17601,513,1773,13471
17601,530,1803,13697
17601,521,1726,13490
17601,515,1689,13414
17601,513,1722,13406
17601,515,1778,13486
17601,516,1809,13476
17601,515,1616,13327
17601,516,1582,13284
17601,515,1862,13551
17601,538,1791,13757
17601,520,1905,13605
17601,516,1795,13509
17601,512,1786,13462
17601,517,1779,13480
17601,517,1882,13576
17601,516,1768,13495
17601,520,1862,13620
17601,534,1812,13718
17601,511,1680,13353
17601,509,1763,13419
17601,520,1808,13579
17601,513,1846,13509
17601,515,1698,13398
17601,519,1765,13461
17601,514,1699,13403
17601,540,1768,13733
17601,516,1674,13367
17601,519,1856,13581
17601,516,1892,13577
17601,510,1708,13343
17601,518,1755,13502
17601,514,1720,13426
17601,533,1741,13659
17601,520,1642,13394
17601,515,1778,13500
17351,509,1789,13497
17351,520,1776,13449
17351,513,1818,13455
17351,518,1675,13427
17351,515,1730,13425
17351,511,1863,13520
17351,517,1897,13881
17351,539,1667,13375
17351,515,1730,13429
17351,516,1704,13423
17351,519,1925,13589
17351,516,1702,13432
17351,517,1764,13500
17351,503,1784,13652
17351,518,1789,13248
17351,538,1641,13627
17351,514,1740,13447
17351,517,1800,13502
17351,513,1764,13457
17351,519,1890,13576
17601,505,1720,13345
17601,528,1764,13550
17601,520,2062,13738
17601,538,1759,13748
17601,515,1666,13380
17601,516,1696,13400
17601,508,1671,13308
17601,517,1736,13473
17601,530,1883,13547
17601,524,2317,14164
17601,503,1750,13329
17601,539,1746,13725
17601,515,1658,13368
17601,509,1736,13370
17601,518,1773,13519
17601,515,1659,13371
17601,515,1654,13352
17601,509,1777,13391
17601,518,1843,13592
17601,514,1713,13428
17357,529,1815,13685
17357,521,1717,13454
17357,518,1705,13462
17357,513,1693,13382
17357,517,1821,13555
17357,513,1768,13441
17357,513,1815,13509
17357,512,1665,13355
17357,518,1750,13472
17357,531,1745,13638
17357,520,1748,13505
17357,515,1578,13285
17357,597,10136,21843
17357,614,20886,32686
17357,600,21257,32921
17357,916,19156,30646
17357,703,18471,30383
17357,701,17141,28881
17357,579,20761,32357
17357,623,20673,32483
17329,748,17357,29495
17329,634,30641,42183
17329,621,50766,62399
17329,665,26932,39095
17329,734,20488,31984
17329,680,19502,31316
17329,752,20377,32160
17329,616,21092,32730
17329,741,20679,32214
17329,976,15088,26898
22930,834,20547,29615
22930,960,20096,23980
38700,1109,19618,23824
38700,1065,19652,23879
45004,1042,19208,23749
45004,1003,19743,24085
47193,1059,19985,23882
47193,1097,20043,24474
48409,1075,19933,23944
48409,989,20340,24660
48652,1190,19930,24547
48652,1033,19691,23384
48652,1147,19969,24167
48652,1088,19796,24043
48652,1018,20131,24782
48652,1222,20073,24176
48895,1051,19900,24118
48895,1066,19670,24020
48895,1004,20227,24233
48895,957,20445,24641
48895,1074,20412,25042
48895,1082,19907,23652
48895,1099,20225,24728
48895,976,23162,27477
48895,903,20226,24154
48895,1008,20281,24606
66238,686,21146,25435
66238,680,22617,26691
87347,568,20223,24087
87347,622,20827,25039
103526,569,20625,24500
103526,599,21311,25285
116807,577,20582,24637
116807,603,21275,25491
132744,590,21339,25666
132744,579,21115,24821
138423,608,21271,25782
138423,586,21007,25056
140013,619,20441,24456
140013,583,20774,24785
141453,591,21406,25384
141453,574,20956,24995
142560,594,21711,25764
142560,571,21182,25193
144240,594,22001,25974
144240,590,21459,25598
144720,604,21482,26081
144720,605,21511,25649
143828,558,21783,25627
143828,604,21615,25780
143108,605,20931,24869
143108,596,21151,25223
143348,589,21551,25562
143348,575,21578,25641
144480,592,22214,26186
144480,587,21719,25783
145892,604,21997,26537
145892,573,21739,25300
144068,602,21756,26274
144068,593,21562,25714
143760,583,21885,25782
143760,577,21823,25944
143520,615,21201,25137
143520,571,21528,25591
145172,589,21957,25805
145172,598,21861,26100
145172,595,21641,26172
145172,571,21817,25316
144000,599,21382,25889
144000,597,21636,25781
143520,581,21705,25647
143520,582,21412,25526
144693,586,22104,26053
144693,572,21782,25852
144692,626,21461,25435
144692,584,21576,25610
145892,607,22076,26705
145892,567,21974,25484
144480,610,21942,26454
144480,595,21490,25648
143280,579,21616,25515
143280,579,21877,25952
144212,588,22142,26132
