nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21263,717,5875,17909
21263,531,2082,13939
21019,502,1875,13368
21019,533,1791,13691
21019,511,1674,13331
21019,515,1761,13477
21019,514,1564,13270
21019,513,1654,13334
21019,513,1471,13154
21019,538,1592,13573
21019,514,1670,13355
21019,519,1745,13473
21019,510,1737,13404
21019,520,1645,13405
21019,511,1793,13448
21019,513,1576,13233
21019,513,1522,13228
21019,536,1575,13546
21019,512,1532,13235
21019,513,1613,13280
21019,512,1652,13336
21019,515,1699,13405
17846,518,1674,13433
17846,512,1833,13478
17846,512,1699,13392
17846,514,1639,13347
17846,514,1761,13768
17846,538,1744,13407
17846,514,1547,13255
17846,512,1593,13274
17846,507,1849,13462
17846,530,1956,13746
17846,509,1512,13169
17846,535,1465,13425
17846,510,1569,13246
17846,519,1660,13378
17846,510,1641,13301
17846,514,1587,13286
17846,513,1567,13275
17846,516,1827,13518
17846,512,1606,13281
17846,514,1722,13430
17601,522,1736,13537
17601,533,1817,13704
17601,512,1651,13337
17601,512,1621,13309
17601,514,1593,13292
17601,513,1654,13335
17601,512,1506,13185
17601,538,1536,13530
17601,515,1636,13331
17601,514,1690,13365
17601,518,1743,13456
17601,516,1458,13189
17601,513,1537,13210
17601,522,1704,13440
17601,509,1674,13314
17601,514,1644,13352
17601,536,1537,13513
17601,513,1755,13452
17601,512,1698,13371
17846,501,1738,13368
17846,531,1691,13499
17846,515,1665,13368
17846,510,1595,13258
17846,513,1661,13361
17846,535,1622,13579
17846,508,1740,13366
17846,519,1650,13411
17846,514,1692,13381
17846,516,1638,13314
17846,517,1740,13463
17846,512,1756,13439
17846,513,1788,13492
17846,536,1795,13768
17846,517,1897,13597
17846,512,1616,13309
17846,516,1630,13365
17846,510,1634,13294
17846,514,1744,13410
17846,512,1698,13378
17601,514,1720,13478
17601,539,1745,13681
17601,516,1750,13445
17601,512,1626,13315
17601,506,1759,13374
17601,519,1780,13533
