nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21493,726,4470,16037
21493,533,2088,14011
21249,525,2110,13870
21249,515,1911,13538
21249,515,1953,13617
21249,517,1867,13606
21249,534,1942,13900
21249,517,1945,13633
21249,514,1857,13553
21249,515,1930,13638
21249,514,1887,13596
21249,510,2005,13664
21249,512,1899,13581
21249,532,1988,13909
21249,496,1846,13346
21249,538,1905,13851
21249,513,1831,13535
21249,513,1891,13597
21249,513,1799,13489
21249,519,1846,13561
21249,512,1795,13479
21249,508,1672,13317
17846,524,1805,13626
17846,532,1902,13786
17846,511,1907,13561
17846,516,1896,13631
17846,511,1804,13460
17846,519,1782,13495
17846,509,1880,13548
17846,515,1890,13602
17846,512,1849,13555
17846,541,1910,13897
17846,510,1790,13463
17846,512,1822,13513
17846,514,1859,13566
17846,513,1959,13637
17846,509,1847,13504
17846,517,1808,13537
17846,536,1896,13867
17846,514,1905,13594
17846,513,1819,13507
17846,507,1926,13569
17846,525,1800,13663
17846,512,1835,13441
17846,508,1796,13420
17846,532,1560,13492
17846,494,1863,13341
17846,539,1916,13916
17846,513,1701,13390
17846,514,1719,13415
17846,511,2027,13700
17846,513,1831,13517
17846,512,1927,13609
17846,513,1944,13645
17846,537,1932,13929
17846,520,1986,13679
17846,508,1938,13584
17846,517,1984,13721
17846,512,1963,13650
17846,516,1986,13680
17846,510,1859,13527
17846,530,1908,13829
17846,500,2033,13556
17846,541,2020,14014
17846,510,1943,13585
17846,515,1978,13695
17846,505,1954,13546
17846,523,1967,13758
17846,511,1945,13615
17846,513,1961,13666
17846,516,1996,13736
17846,541,1957,13939
17846,508,1826,13459
17846,518,1833,13588
17846,501,1971,13527
17846,524,1926,13708
17846,511,1887,13557
17846,514,2003,13710
17846,513,1933,13645
17846,539,1981,13965
17846,510,1786,13453
17846,513,1889,13591
17595,515,1783,13512
17595,516,2005,13664
17595,512,1805,13467
17595,512,1763,13456
17595,517,1801,13528
17595,538,1858,13823
17595,513,1942,13615
17595,512,1771,13468
17595,514,1897,13616
17595,518,1927,13623
17595,509,1997,13651
17595,516,1890,13623
17595,536,1975,13950
17595,514,1903,13607
17595,511,1778,13453
17595,513,1871,13568
17595,513,1942,13643
17595,506,1888,13482
17595,518,1897,13655
17595,515,1721,13439
17601,524,1913,13725
17601,533,1813,13709
17601,513,1968,13619
17601,513,1976,13648
17601,517,1972,13684
17601,513,1896,13580
17601,512,1823,13517
17601,511,1936,13616
17601,514,1919,13921
17601,538,1992,13692
17601,511,1976,13649
17601,514,1870,13596
17601,510,1873,13539
17601,518,1957,13660
