nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21507,994,8486,21965
21513,522,2284,14015
21513,512,2055,13675
21263,523,1919,13748
21263,507,2097,13641
21263,517,1977,13706
21263,538,2012,13962
21019,495,1945,13420
21019,538,2017,13979
21019,499,1955,13482
21019,531,2000,13856
20774,521,2024,13833
20774,532,2185,13737
21507,520,1957,13751
21507,510,2067,13664
21263,522,2019,13816
21263,525,1988,13787
21019,505,1945,13557
21019,521,2010,13772
20774,525,2013,13865
21019,519,2004,13774
21019,502,1944,13422
20774,529,1938,13875
20774,521,1928,13637
21743,532,2166,13853
21743,517,1911,13569
21263,515,1966,13717
21263,515,2055,13695
21019,519,1961,13772
21019,509,1977,13553
21263,524,2002,13841
21263,530,1967,13806
21263,517,1972,13728
21263,510,2017,13616
21263,523,1939,13759
21263,507,1928,13500
21743,545,2144,13968
21743,507,1971,13535
21263,526,2013,13859
21263,526,1928,13733
21263,498,1982,13518
21263,529,1986,13832
21263,522,2017,13830
21263,501,1951,13446
21263,527,1971,13872
21263,506,2003,13541
21019,524,2002,13844
21019,528,1921,13769
21752,520,2114,13638
21752,531,2018,13865
21263,501,2023,13871
21263,529,2033,13554
21019,521,1970,13771
21019,507,1963,13530
20774,518,2060,13817
20774,537,1942,13878
21018,497,1965,13478
21018,533,1970,13854
21263,519,1951,13727
21263,512,1938,13580
21507,541,2168,13934
21507,507,2034,13594
21507,519,1955,13740
21507,533,1988,13888
21019,519,2036,13786
21019,509,2030,13628
20774,523,1948,13779
20774,508,1931,13503
21018,519,1963,13746
21018,506,1944,13506
21019,525,1975,13817
21019,529,1912,13752
21752,521,2138,13664
21752,530,1965,13817
21507,621,5751,17276
21507,526,1988,13855
21263,523,1934,13758
21263,594,3556,15345
21019,506,2170,13805
21019,539,1963,13798
21019,500,1900,13451
21019,529,1898,13734
21019,500,1910,13748
21019,528,1908,13439
21752,543,2164,13948
21752,534,1930,13803
21263,500,1954,13499
21263,537,2000,13902
21263,496,1977,13473
21263,531,2015,13887
21263,523,1975,13785
21263,500,2022,13513
21263,525,2083,13915
21263,511,2018,13646
21263,524,2044,13827
21263,535,2068,13962
21752,519,2085,13583
21752,535,2009,13876
21507,520,1972,13762
21507,507,1932,13501
21263,519,1990,13750
21263,546,2114,13966
21269,512,2028,13583
21269,529,1953,13798
21263,526,2025,13869
21263,509,2034,13631
21263,517,1935,13707
21263,511,1969,13591
21507,545,2117,13945
21507,505,1899,13452
21263,525,1875,13712
21263,505,1945,13500
21263,519,1973,13759
21263,529,1967,13802
21018,525,1950,13805
21018,505,1899,13450
21263,518,1990,13757
21263,511,1964,13547
21263,523,1976,13815
21263,528,1889,13743
21507,520,2121,13630
21507,533,2022,13922
21263,517,1968,13736
21263,509,1986,13586
21019,524,2036,13854
21019,504,1976,13526
21263,518,1983,13734
21263,537,1981,13929
21018,497,1984,13497
21018,528,1976,13809
20774,523,2010,13858
20774,504,1924,13475
21507,545,2124,13938
21507,527,1907,13741
21263,498,2053,13581
21263,536,2005,13924
21263,500,1889,13431
21263,525,1954,13751
21263,522,1886,13720
21263,504,1903,13454
21263,519,1944,13738
21263,504,1900,13465
21018,520,1868,13670
21018,534,1940,13850
21263,521,2107,13632
21263,518,1899,13614
21263,533,1976,13923
21263,503,1937,13483
21018,518,1989,13760
21018,513,1980,13628
21263,524,2020,13844
21263,529,1898,13754
21019,515,2016,13753
21019,510,1978,13591
21018,522,2039,13846
21018,509,2092,13646
21507,532,2139,13808
21507,523,2119,13845
