nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21038,947,6672,19279
22261,524,1992,13601
22261,541,1705,13656
21282,510,1655,13325
21282,516,1589,13258
20802,515,1599,13331
20802,513,1664,13290
20557,520,1618,13406
20557,534,1601,13497
20557,516,1617,13350
20557,616,2453,14100
20557,519,1626,13402
20557,534,1814,13397
21291,518,1600,13378
21291,512,1525,13156
20793,523,1553,13372
20793,529,1570,13417
20548,500,1613,13169
20548,527,1558,13376
20548,502,1629,13211
20548,528,1539,13353
20548,519,1640,13410
20548,510,1610,13218
20548,517,1598,13351
20548,560,1789,13683
21038,513,1542,13258
21038,519,1646,13346
20793,520,1560,13346
20793,507,1702,13283
20548,521,1591,13389
20548,512,1620,13212
20548,523,1602,13397
20548,531,1659,13526
20548,501,1590,13126
20548,528,1632,13461
20304,505,1612,13208
20304,549,1720,13506
21038,524,1647,13480
21038,528,1622,13444
20548,503,1582,13164
20548,530,1633,13492
20548,496,1555,13054
20548,526,1631,13455
20548,528,1603,13487
20548,504,1636,13185
20548,523,1625,13439
20548,505,1612,13176
20548,519,1578,13359
20548,553,1732,13579
21038,501,1620,13183
21038,532,1608,13465
20793,531,1737,13565
20793,505,1619,13163
20557,517,1659,13395
20557,514,1550,13205
20548,520,1688,13441
20548,538,1679,13586
20557,497,1682,13193
20557,525,1647,13454
20548,506,1659,13568
20548,556,1754,13296
21038,524,1610,13432
21038,503,1590,13116
20802,523,1582,13414
20802,532,1599,13454
20557,502,1715,13299
20557,529,1654,13502
20557,521,1592,13391
20557,506,1609,13157
20557,519,1625,13412
20557,509,1558,13144
20557,523,1705,13505
20557,553,1816,13651
21047,504,1723,13304
21047,532,1588,13470
20802,519,1649,13440
20802,507,1730,13307
20802,523,1840,13664
20802,503,1704,13239
20557,514,1823,13555
20557,539,1810,13714
20557,507,1797,13427
20557,529,1798,13598
20548,523,1746,13568
20548,529,1857,13398
21038,521,1748,13527
21038,507,1726,13304
20557,522,1596,13393
20557,538,1630,13563
20548,515,1551,13276
20548,509,1577,13169
20548,522,1623,13419
20548,510,1602,13210
20548,518,1599,13336
20548,514,1623,13266
20557,515,1723,13435
20557,556,1798,13649
21038,524,1539,13377
21038,519,1695,13385
20793,499,1716,13237
20793,524,1658,13431
20548,524,1592,13435
20548,509,1775,13352
20548,523,1594,13427
20548,531,1858,13706
