nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
16874,948,5081,18585
16874,511,2143,13858
16874,510,1843,13489
16874,513,1779,13455
16874,513,1884,13563
16874,516,1858,13584
16874,511,1753,13424
16874,514,1860,13563
16874,537,1812,13787
16874,511,1862,13561
16874,503,1771,13370
16874,521,1743,13525
16874,512,2035,13724
16874,513,1939,13636
16874,512,1922,13610
17118,521,1796,13616
17118,524,1699,13527
17118,516,1889,13614
17118,511,1759,13441
17118,515,1999,13690
17118,511,1900,13583
17118,512,1663,13369
17118,512,1930,13629
17118,514,1851,13549
17118,536,1910,13889
17118,516,1849,13587
17118,511,1788,13486
17118,509,1876,13516
17118,511,1915,13585
17118,514,1968,13690
17118,511,1782,13454
17118,515,1928,13624
17118,537,1987,13949
17118,515,1901,13618
17118,504,1888,13485
16874,526,1787,13669
16874,505,1659,13220
16874,513,1586,13298
16874,512,1909,13596
16874,512,1835,13519
16874,644,5511,17495
16874,2512,49270,61200
16874,2472,53722,66725
16874,2385,53201,65774
16874,2425,52434,64557
16874,2433,52906,65600
16874,2353,52065,64560
16874,2522,50126,63570
16874,2405,49132,61736
16874,2341,52488,65068
16874,2180,52009,63614
16874,2356,52345,64707
16874,2294,53291,66110
16874,2221,49697,62580
16874,2318,52657,64755
16846,2202,49413,61941
16846,2396,52406,65196
16846,2210,51659,64624
16846,2158,54721,67305
16846,2255,49915,61627
16846,2284,49738,62167
16846,2335,49847,62876
16846,2290,53346,66276
16846,2214,50759,62899
16846,2204,52749,64843
16846,2305,51946,64571
16846,2271,53335,66583
16846,2275,52713,64329
16846,2194,54032,66306
16846,2132,54265,67622
16846,2216,53239,65134
16846,2238,53486,65818
16846,2298,51073,64380
16846,2225,55120,67723
16846,2227,50440,62826
16846,2177,54632,66349
16846,2263,54219,66833
16846,2243,53929,66781
16846,2037,55677,67901
16846,2190,54948,67265
16846,2326,52304,64573
16846,2139,54606,67069
16846,2215,54487,66929
16846,2103,55134,67486
16846,2278,54495,68035
16846,2089,55003,67609
16846,2164,55064,67435
16846,2098,54614,65870
16846,2177,55151,68559
16846,2193,54762,67220
16846,2206,54462,66833
16846,2169,54742,67509
16846,2161,51904,64021
16846,2337,53301,66174
16846,2343,52707,64643
16841,2231,53504,65534
16841,2523,52685,66322
16841,2152,54466,65802
16841,2217,54563,67687
16841,2150,55211,67773
16841,2265,54544,66690
16841,2267,54631,66951
16841,2230,51033,64072
16841,2191,55346,67576
16841,2272,54345,67060
16841,2252,54117,66829
16841,2085,54184,65857
16841,2202,54140,66754
16841,2349,54157,67463
16841,2215,53874,66310
16841,2182,51399,63274
16841,2186,55624,68201
16841,2121,55563,67530
16841,2232,51087,63924
16841,2240,54654,67002
16841,2183,53010,65313
16841,2145,53882,66603
16841,2218,53589,66513
16841,2216,50729,62488
16841,2211,54609,67488
16841,2127,55466,68228
16841,2108,55304,67986
16841,2064,51826,64374
16841,2219,54504,66617
16841,2152,53047,65483
16841,2167,50982,62718
16841,2156,54845,67437
16841,2170,51455,64745
16841,2236,51915,63549
16841,2275,52655,65096
16841,2249,50463,63855
16841,2180,50390,61830
16841,2272,50763,63858
16841,2125,54015,65823
16841,2164,52737,65898
17090,2210,52638,64507
