nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
21738,752,6427,18857
21738,526,2311,14203
21982,516,2043,13818
21982,506,1982,13576
21982,521,1956,13803
21982,528,2019,13851
21982,496,2079,13614
21982,528,2111,13992
21982,493,1955,13470
21982,533,2123,13995
21982,518,1982,13799
21982,506,2072,13657
21738,518,1961,13780
21738,525,1976,13814
21982,498,1900,13471
21982,524,1951,13784
21738,496,1971,13519
21738,523,1845,13667
21743,524,1938,13822
21743,497,1897,13414
21743,518,2009,13822
21743,503,1882,13737
21743,515,1879,13360
21743,531,1904,13829
21743,495,1875,13409
21743,532,2011,13900
21982,516,1930,13690
21982,505,2106,13702
21982,518,1889,13701
21982,520,2071,13714
21982,530,1899,13813
21982,513,1865,13574
21982,509,1846,13518
21982,517,1911,13595
21982,514,1917,13656
21982,507,1946,13579
21982,512,2046,13778
21982,511,2012,13687
21982,512,2088,13822
21982,533,2041,14026
21982,504,1876,13491
21982,517,1856,13584
21982,511,1855,13565
21982,511,1840,13549
21982,508,1831,13488
21982,539,1907,13892
21982,511,1914,13577
21982,515,2085,13815
18084,497,1946,13476
18084,529,1982,13812
18084,514,1932,13656
18084,511,1847,13539
18084,526,1934,13821
18084,498,1844,13368
18084,529,1905,13847
18084,515,1868,13623
18084,503,1903,13505
18084,513,1830,13559
18084,510,1903,13598
18084,503,1842,13458
18084,517,1846,13631
18084,535,1853,13817
18084,512,1886,13610
18084,508,1843,13515
18084,514,1976,13689
18084,510,1911,13587
18084,510,1828,13509
18078,524,2138,13984
18078,504,2007,13563
18078,534,2008,13973
18078,513,1955,13667
18078,512,1938,13639
18078,509,1888,13577
18078,511,1935,13619
18078,510,1843,13543
18078,510,1875,13578
18078,512,1895,13599
18078,513,1963,13666
18078,530,1978,13929
18078,512,1878,13599
18078,508,1878,13554
18078,509,1948,13614
18078,513,1972,13689
18078,514,1935,13598
18078,513,1965,13677
18078,512,1964,13958
18078,536,1902,13572
18078,500,1974,13593
18078,524,1954,13745
18078,514,2074,13767
18078,509,1898,13546
18078,515,1945,13686
18078,510,1903,13598
18078,535,1872,13831
18078,513,1910,13636
18078,508,1822,13489
18078,511,1859,13571
18078,511,1986,13678
18078,511,1925,13618
18078,506,1860,13509
18078,514,1909,13644
18078,533,2029,13990
18078,512,1842,13579
18078,529,2543,13846
18078,563,3990,15933
18078,582,2395,14146
18078,617,2554,14414
18084,502,2101,13664
