nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
16874,787,4552,16802
16874,526,2152,13969
16874,514,2053,13724
16874,516,1876,13563
16874,532,1947,13847
16874,501,1857,13352
16874,533,1857,13713
17118,506,1936,13562
17118,541,1776,13667
17118,514,1894,13591
17118,516,1858,13538
17118,517,1770,13473
17118,517,1804,13487
17118,515,1807,13511
17118,536,1747,13686
17118,516,1850,13564
17118,516,1818,13500
17118,507,1691,13292
17118,524,1764,13562
17118,516,2009,13681
17118,517,1838,13545
17118,516,1765,13470
17118,514,1725,13400
17118,538,1756,13727
17118,515,1962,13672
17118,515,2002,13700
17118,514,1811,13515
16874,519,1720,13493
16874,504,1753,13274
16874,517,1651,13392
16874,528,1663,13538
16874,522,1770,13550
16874,514,1769,13476
16874,513,1594,13285
16874,514,1644,13346
16874,514,1867,13528
16874,517,1732,13451
16874,510,1747,13422
16874,513,1770,13451
16874,539,1628,13607
16874,516,1898,13575
16874,541,1885,13627
16874,514,1874,13542
16874,513,1794,13476
16874,515,1651,13362
16874,514,1654,13346
16874,515,1886,13577
17118,522,1731,13535
17118,529,1668,13526
17118,514,1557,13256
17118,513,1852,13526
17118,513,1781,13467
17118,532,2005,13898
17118,499,1808,13307
17118,515,1951,13648
17118,536,1811,13758
17118,516,1824,13549
17118,505,1766,13360
17118,520,1828,13597
17118,513,1696,13380
17118,508,1659,13280
17118,522,1740,13526
17118,517,1727,13446
17118,533,1689,13601
17118,513,1861,13561
17118,517,1835,13534
17118,514,1770,13459
16874,523,1882,13670
16874,506,1875,13443
16874,512,1881,13565
16874,537,1825,13801
16874,515,1709,13419
16874,513,1955,13621
16874,515,1895,13619
16874,505,1828,13422
16874,522,1759,13520
16874,514,1904,13606
16874,510,1793,13466
16874,514,1881,13584
16874,539,1656,13633
16874,512,1582,13253
16874,514,1621,13330
16874,513,1654,13335
16874,514,1683,13381
16874,516,1955,13624
16874,518,1890,13607
16874,519,1988,13675
16874,531,1883,13787
16874,522,1640,13404
16874,514,1551,13256
16874,508,1834,13471
16874,521,1554,13287
16874,512,1706,13367
16874,514,1686,13406
16874,534,1877,13808
16874,519,1750,13481
16874,515,1929,13647
16874,510,1944,13594
16874,516,1853,13579
16874,514,2062,13719
16874,513,1876,13573
16874,513,1905,13602
16874,514,1911,13890
16874,537,1893,13564
16874,517,1892,13613
16874,515,2011,13725
16874,515,1911,13604
16874,522,1787,13600
16874,496,1973,13430
16874,519,1807,13560
16874,514,1835,13528
16874,539,1880,13875
16874,515,1863,13563
16874,510,1791,13458
16874,513,1855,13528
16874,516,1813,13508
16874,512,1926,13594
16874,514,1879,13583
16874,513,1825,13515
16874,538,1811,13794
16874,513,1912,13608
16874,516,1847,13568
16874,517,1857,13580
16874,507,1837,13462
16874,603,3829,15542
16874,615,5743,17436
16874,518,2009,13742
17118,517,1936,13688
17118,532,1850,13736
17118,511,1737,13408
17118,516,1915,13625
17118,510,1816,13481
17118,518,1974,13686
17118,513,1813,13498
17118,515,1849,13541
17118,540,1858,13848
17118,512,1789,13464
17118,515,1809,13526
17118,508,1783,13404
17118,519,1842,13600
17118,514,1861,13549
17118,516,1844,13580
17118,510,1824,13461
17118,518,1871,13624
17118,535,1903,13832
17118,513,1903,13581
17118,510,1865,13500
17118,527,1934,13818
17118,504,1855,13405
17118,513,1819,13501
17118,533,1914,13836
17118,517,1926,13662
17118,514,1934,13631
17118,513,1792,13477
17118,512,1943,13607
17118,518,1831,13547
17118,513,1961,13656
17118,512,1892,13573
17118,535,1900,13835
17118,518,1858,13610
17118,512,1908,13592
17118,515,1838,13559
17118,507,1887,13501
17118,519,1860,13605
17118,514,1871,13577
17118,507,1925,13525
17118,520,1961,13703
17118,524,1832,13675
17118,526,1884,13711
17118,516,1709,13429
17118,508,1893,13509
17118,518,1836,13580
17118,515,1862,13555
17118,512,1666,13357
17118,513,1897,13560
17118,517,1788,13519
17118,538,1894,13872
17118,512,1893,13565
17118,513,1853,13530
17118,516,1954,13653
17118,513,1888,13572
17118,515,1828,13536
17118,511,1751,13406
17118,537,1538,13512
17118,519,1777,13519
17118,512,1762,13427
17118,511,1749,13411
16874,524,1725,13537
16874,510,1822,13429
16874,514,1675,13385
16874,514,1598,13287
16874,514,1664,13371
16874,519,1845,13562
16874,534,1693,13637
16874,515,1716,13417
16874,518,1679,13399
16874,512,1737,13418
16874,512,1768,13450
16874,512,1775,13443
16874,516,1691,13413
16874,525,1887,13727
16874,522,1827,13634
16874,511,1776,13420
16874,514,1767,13470
16874,515,1771,13479
16874,515,1669,13368
16874,518,2001,13672
17118,524,1816,13649
17118,520,1856,13614
17118,522,1790,13589
17118,511,1830,13475
17118,515,1609,13323
17118,512,1920,13592
17118,522,1821,13581
17118,508,1918,13524
17118,542,1835,13843
17118,508,1852,13469
17118,520,1715,13488
17118,513,1929,13605
17118,512,1810,13503
17118,506,1876,13495
17118,520,1781,13555
17118,514,1821,13486
17118,514,1694,13417
17118,544,1959,13958
17118,512,1583,13261
17118,511,1599,13263
17118,517,1546,13319
17118,511,1691,13311
17118,511,1707,13380
17118,536,1766,13710
17118,492,1676,13414
17118,531,1572,13199
17118,523,1614,13417
17118,510,1827,13468
17118,519,1610,13344
17118,509,1630,13269
17118,514,1530,13240
17118,511,1638,13304
17118,516,1543,13276
17118,537,1793,13729
17118,516,1844,13578
17118,511,1700,13354
17118,516,1765,13449
17118,518,1792,13513
17118,512,1799,13473
17118,514,1724,13393
17118,515,1645,13383
17118,539,1808,13785
17118,512,1749,13425
17118,515,1849,13541
17118,513,1762,13451
17118,513,1736,13424
17118,515,2011,13701
17118,515,1861,13566
17118,513,1780,13474
17118,540,1802,13804
17118,509,1920,13576
17118,515,1889,13594
17118,516,1851,13536
17118,512,1716,13385
17118,515,1656,13374
17118,514,1729,13413
17118,538,1558,13540
17118,512,1555,13214
17118,516,1642,13376
17118,517,1734,13420
16874,497,1699,13249
16874,533,1854,13719
16874,512,1862,13565
16874,509,1820,13438
16874,516,1738,13473
16874,534,1867,13808
16874,516,1857,13568
16874,513,1744,13413
16874,514,1613,13318
16874,515,1658,13361
16874,509,1544,13195
16874,516,1711,13412
16874,538,1681,13669
