epoch,accuracy,loss,val_accuracy,val_loss
0,0.15234999358654022,2.2782561779022217,0.27250000834465027,2.2489542961120605
1,0.2551499903202057,2.228726387023926,0.42419999837875366,2.189992904663086
2,0.35223332047462463,2.167116641998291,0.5271999835968018,2.112556219100952
3,0.428683340549469,2.0837907791137695,0.6105999946594238,2.008413553237915
4,0.4876166582107544,1.974371075630188,0.6647999882698059,1.8700422048568726
5,0.536466658115387,1.8355817794799805,0.7031999826431274,1.697167158126831
6,0.5738666653633118,1.675031065940857,0.7293999791145325,1.5033233165740967
7,0.6069833040237427,1.5054996013641357,0.7626000046730042,1.3082126379013062
8,0.6317833065986633,1.353523850440979,0.786300003528595,1.1344201564788818
9,0.659683346748352,1.2219204902648926,0.8062000274658203,0.9908010959625244
10,0.6793833374977112,1.1141023635864258,0.8205999732017517,0.8773536086082458
11,0.698033332824707,1.0255694389343262,0.8325999975204468,0.7882604002952576
0,0.1298000067472458,2.2844998836517334,0.2660999894142151,2.2424283027648926
1,0.25725001096725464,2.2155532836914062,0.5103999972343445,2.154564380645752
2,0.3816666603088379,2.1245205402374268,0.6335999965667725,2.038184881210327
3,0.47049999237060547,2.0041329860687256,0.7006999850273132,1.88766348361969
4,0.534166693687439,1.8546041250228882,0.7394000291824341,1.7003878355026245
5,0.5797333121299744,1.6784127950668335,0.7735000252723694,1.4885296821594238
6,0.6155999898910522,1.495313048362732,0.7943000197410583,1.2784391641616821
7,0.6441333293914795,1.332704782485962,0.8116999864578247,1.0956928730010986
8,0.6673666834831238,1.1975643634796143,0.8246999979019165,0.9508888721466064
9,0.6905500292778015,1.087761640548706,0.8357999920845032,0.8400493860244751
10,0.708216667175293,1.0049786567687988,0.8421000242233276,0.7562980651855469
11,0.722766637802124,0.937263548374176,0.8478000164031982,0.6918555498123169
0,0.14614999294281006,2.288372755050659,0.2621000111103058,2.263746738433838
1,0.2380666732788086,2.2486915588378906,0.44769999384880066,2.2158641815185547
2,0.32661667466163635,2.1995506286621094,0.5403000116348267,2.1548473834991455
3,0.3921666741371155,2.136679172515869,0.5976999998092651,2.0742721557617188
4,0.44931668043136597,2.050572156906128,0.6513000130653381,1.9648449420928955
5,0.5019833445549011,1.9365917444229126,0.6927000284194946,1.8191609382629395
6,0.5492666959762573,1.7923365831375122,0.722599983215332,1.63822340965271
7,0.581683337688446,1.6307809352874756,0.7468000054359436,1.4379843473434448
8,0.6137166619300842,1.4638952016830444,0.7731000185012817,1.2427313327789307
9,0.6405666470527649,1.312996745109558,0.7939000129699707,1.075454831123352
10,0.6653666496276855,1.187016248703003,0.8080999851226807,0.9405534863471985
11,0.6848166584968567,1.087107539176941,0.8237000107765198,0.8368237018585205
0,0.14505000412464142,2.283196210861206,0.34779998660087585,2.2527153491973877
1,0.25341665744781494,2.2334682941436768,0.5174999833106995,2.1932783126831055
2,0.35268333554267883,2.1716103553771973,0.597000002861023,2.112635850906372
3,0.43415001034736633,2.0852065086364746,0.6373000144958496,2.0013768672943115
4,0.5028833150863647,1.9670565128326416,0.6668000221252441,1.8508756160736084
5,0.549049973487854,1.8183597326278687,0.6984999775886536,1.6658060550689697
6,0.5880333185195923,1.646731972694397,0.7372000217437744,1.4611568450927734
7,0.6186000108718872,1.4744130373001099,0.7628999948501587,1.2627549171447754
8,0.6446499824523926,1.3171234130859375,0.7835000157356262,1.0912213325500488
9,0.6678333282470703,1.1895689964294434,0.8009999990463257,0.9539502859115601
10,0.6876833438873291,1.0857698917388916,0.8144999742507935,0.8478176593780518
11,0.705299973487854,1.004917025566101,0.8255000114440918,0.7667144536972046
0,0.172816663980484,2.267749547958374,0.3418999910354614,2.217576742172241
1,0.30106666684150696,2.1911814212799072,0.5383999943733215,2.1243832111358643
2,0.4020666778087616,2.094486951828003,0.6220999956130981,2.0030550956726074
