nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
18085,769,12066,22827
18085,538,2118,14069
18085,603,2670,14414
18085,554,2068,13738
18085,530,1656,13357
18085,520,1656,13397
18085,528,1925,13598
18085,519,1695,13402
18085,515,1884,13556
18085,516,1744,13433
18085,543,1862,13861
16874,508,1626,13127
16874,556,2150,14055
16874,521,1762,13498
16874,510,1730,13355
16874,519,1771,13511
16874,514,1738,13415
16874,515,1692,13398
16874,517,1787,13485
16874,540,1586,13561
16874,514,1657,13319
16874,517,1565,13306
16874,514,1800,13453
16874,523,1817,13514
16874,532,2033,13698
16874,516,1631,13341
16874,515,1887,13878
16874,516,1835,13563
16874,537,1816,13473
16874,514,1660,13351
16874,517,1992,13651
16874,517,1768,13510
16874,518,2034,13680
16874,526,1993,13716
16874,520,1950,13659
16874,544,1702,13627
16874,532,1809,13491
16874,518,1614,13344
16874,516,1979,13676
16874,512,1724,13373
16874,546,2051,13890
16874,544,1884,13269
16874,538,1596,13549
16874,516,1618,13349
16874,512,1804,13465
16874,515,1566,13273
16874,514,1837,13508
16874,524,1780,13462
16874,537,1956,13679
16874,515,1639,13355
16874,516,1666,13366
16874,521,1597,13407
16874,528,1616,13424
16874,517,1629,13354
16874,515,1591,13273
16874,511,1554,13208
16874,519,1681,13396
16874,532,1602,13513
16874,498,1588,13075
16874,543,1602,13512
16874,540,1751,13506
16874,517,1485,13195
16874,511,1572,13230
16874,517,1494,13221
16874,513,1548,13213
16874,515,1550,13264
16874,514,1595,13268
16874,590,2174,14143
16874,527,1885,13604
16874,542,2147,13861
16874,500,2017,13599
16874,547,2019,13789
16874,537,1996,13702
16874,519,1787,13511
16874,534,2071,13939
16874,521,1849,13607
16874,516,1752,13447
16874,517,1627,13365
16874,515,1801,13473
16874,513,1853,13529
16874,531,1850,13568
16874,516,1766,13466
16874,513,1634,13314
16874,548,1671,13587
16874,536,1897,13682
16874,513,1672,13360
16874,519,1797,13526
16874,506,1663,13263
16874,518,1745,13468
16874,517,1706,13430
16874,516,1900,13667
16874,538,1631,13510
16874,516,1705,13407
16874,516,1707,13400
16874,518,1672,13397
16874,526,1572,13189
16874,532,1739,13459
16874,515,1570,13278
16874,520,1687,13401
16874,513,1656,13317
16874,543,1588,13543
16874,517,1634,13365
16874,514,1631,13320
16874,513,1653,13333
16874,515,1736,13423
16874,514,1670,13358
16874,516,1731,13435
16874,543,1731,13451
16874,541,1935,13902
16874,514,1684,13392
17118,504,1867,13456
17118,525,1925,13698
17118,512,1811,13458
17118,522,1850,13588
17118,515,1774,13464
17118,518,1609,13338
17118,537,1671,13603
17118,516,1661,13384
17118,515,1860,13545
17118,522,1927,13444
